evtime	station	ptime	stime	pscore	sscore	evsource
2019-01-01 09:45:48.000000	LONQ	1546335950.40900000	1546335954.86100000	0.00000000	0.00000000	MANUAL
2019-01-01 09:45:48.000000	MANZ	1546335950.54300000	1546335951.99200000	0.00000000	0.00000000	MANUAL
2019-01-01 09:45:48.000000	MAYA	1546335957.63800000	1546335964.50200000	0.00000000	0.00000000	MANUAL
2019-01-01 09:45:48.000000	TOL1	1546335950.10800000	1546335951.90600000	0.00000000	0.00000000	MANUAL
2019-01-29 04:02:20.000000	COP2	1548734543.93900000	1548734550.02600000	0.00000000	0.00000000	MANUAL
2019-01-29 04:02:20.000000	COPA	1548734542.54800000	1548734543.00300000	0.00000000	0.00000000	MANUAL
2019-01-29 04:02:20.000000	LONQ	1548734552.15000000	NULL	0.00000000	NULL	MANUAL
2019-01-29 04:02:20.000000	MANZ	1548734553.87400000	NULL	0.00000000	NULL	MANUAL
2019-01-29 04:02:20.000000	MAYA	1548734545.69000000	1548734553.07500000	0.00000000	0.00000000	MANUAL
2019-01-29 04:02:20.000000	TOL1	1548734551.85700000	1548734561.81900000	0.00000000	0.00000000	MANUAL
2019-02-21 14:05:23.000000	COP2	1550757931.14400000	1550757937.24400000	0.00000000	0.00000000	MANUAL
2019-02-21 14:05:23.000000	COPA	1550757929.47900000	1550757934.97300000	0.00000000	0.00000000	MANUAL
2019-02-21 14:05:23.000000	LONQ	1550757938.77900000	1550757950.17700000	0.00000000	0.00000000	MANUAL
2019-02-21 14:05:23.000000	MANZ	1550757940.52500000	1550757952.88900000	0.00000000	0.00000000	MANUAL
2019-02-21 14:05:23.000000	MAYA	1550757932.37100000	1550757939.16200000	0.00000000	0.00000000	MANUAL
2019-02-21 14:05:23.000000	TOL1	1550757939.24900000	1550757950.60800000	0.00000000	0.00000000	MANUAL
2019-02-21 14:08:33.000000	COP2	1550758121.73300000	1550758127.92100000	0.00000000	0.00000000	MANUAL
2019-02-21 14:08:33.000000	COPA	1550758119.83400000	1550758125.26700000	0.00000000	0.00000000	MANUAL
2019-02-21 14:08:33.000000	MAYA	1550758123.01100000	1550758129.71400000	0.00000000	0.00000000	MANUAL
2019-02-21 14:08:33.000000	TOL1	1550758129.59200000	1550758140.95300000	0.00000000	0.00000000	MANUAL
2019-02-22 02:47:22.000000	COP2	1550803649.78500000	1550803656.48500000	0.00000000	0.00000000	MANUAL
2019-02-22 02:47:22.000000	COPA	1550803647.93500000	1550803651.45200000	0.00000000	0.00000000	MANUAL
2019-02-22 02:47:22.000000	MAYA	1550803650.47800000	1550803656.76300000	0.00000000	0.00000000	MANUAL
2019-02-22 02:47:22.000000	TOL1	1550803657.47000000	1550803668.56600000	0.00000000	0.00000000	MANUAL
2019-02-22 02:49:25.000000	COP2	1550803771.01300000	1550803778.01500000	0.00000000	0.00000000	MANUAL
2019-02-22 02:49:25.000000	COPA	1550803769.33400000	1550803772.65500000	0.00000000	0.00000000	MANUAL
2019-02-22 02:49:25.000000	LONQ	1550803778.61400000	1550803787.73000000	0.00000000	0.00000000	MANUAL
2019-02-22 02:49:25.000000	MAYA	1550803772.11900000	NULL	0.00000000	NULL	MANUAL
2019-02-22 02:49:25.000000	TOL1	1550803778.86500000	1550803789.05300000	0.00000000	0.00000000	MANUAL
2019-02-22 07:13:44.000000	COP2	1550819632.66500000	1550819639.31000000	0.00000000	0.00000000	MANUAL
2019-02-22 07:13:44.000000	COPA	1550819631.08100000	1550819634.71000000	0.00000000	0.00000000	MANUAL
2019-02-22 07:13:44.000000	LONQ	1550819640.71700000	1550819653.56200000	0.00000000	0.00000000	MANUAL
2019-02-22 07:13:44.000000	MANZ	1550819642.30600000	1550819654.30600000	0.00000000	0.00000000	MANUAL
2019-02-22 07:13:44.000000	MAYA	1550819634.08800000	1550819641.09500000	0.00000000	0.00000000	MANUAL
2019-02-22 07:13:44.000000	TOL1	1550819640.95600000	1550819651.15200000	0.00000000	0.00000000	MANUAL
2019-02-22 07:19:28.000000	COP2	1550819977.05600000	1550819982.59300000	0.00000000	0.00000000	MANUAL
2019-02-22 07:19:28.000000	COPA	1550819974.62600000	1550819978.64200000	0.00000000	0.00000000	MANUAL
2019-02-22 07:19:28.000000	LONQ	1550819984.32400000	NULL	0.00000000	NULL	MANUAL
2019-02-22 07:19:28.000000	TOL1	1550819984.65000000	1550819994.73100000	0.00000000	0.00000000	MANUAL
2019-02-22 07:23:58.000000	COP2	1550820246.44100000	1550820252.33700000	0.00000000	0.00000000	MANUAL
2019-02-22 07:23:58.000000	COPA	1550820244.54000000	1550820249.68900000	0.00000000	0.00000000	MANUAL
2019-02-22 07:23:58.000000	MAYA	1550820247.19200000	1550820253.65400000	0.00000000	0.00000000	MANUAL
2019-02-22 07:23:58.000000	TOL1	1550820254.12400000	1550820265.91200000	0.00000000	0.00000000	MANUAL
2019-02-22 07:28:03.000000	COP2	1550820491.40200000	1550820496.97100000	0.00000000	0.00000000	MANUAL
2019-02-22 07:28:03.000000	COPA	1550820489.17100000	1550820494.70300000	0.00000000	0.00000000	MANUAL
2019-02-22 07:28:03.000000	MAYA	1550820492.07900000	NULL	0.00000000	NULL	MANUAL
2019-02-22 07:28:03.000000	TOL1	1550820498.87900000	1550820510.43000000	0.00000000	0.00000000	MANUAL
2019-02-22 11:58:19.000000	COP2	1550836706.82000000	1550836712.99700000	0.00000000	0.00000000	MANUAL
2019-02-22 11:58:19.000000	COPA	1550836705.20700000	1550836709.00300000	0.00000000	0.00000000	MANUAL
2019-02-22 11:58:19.000000	MAYA	1550836708.06700000	1550836714.89400000	0.00000000	0.00000000	MANUAL
2019-02-22 11:58:19.000000	TOL1	1550836714.70000000	1550836726.28400000	0.00000000	0.00000000	MANUAL
2019-02-22 12:00:11.000000	COP2	1550836819.76800000	1550836825.83400000	0.00000000	0.00000000	MANUAL
2019-02-22 12:00:11.000000	COPA	1550836818.07600000	1550836821.55500000	0.00000000	0.00000000	MANUAL
2019-02-22 12:00:11.000000	MAYA	1550836820.83700000	NULL	0.00000000	NULL	MANUAL
