[204] 2019-06-16 01:24:07  -37.8760 -71.2520   5.5   M 2.6    8 ph  GAP 272  RMS 0.1 s  ERR  6.0 km xyz(  4.5 km,  3.8 km,  8.4 km) [MANUAL]
[205] 2019-06-20 03:23:25  -38.5046 -71.7370   9.0   M 1.5    8 ph  GAP 330  RMS 0.3 s  ERR  6.0 km xyz(  6.5 km,  5.6 km,  6.0 km) [MANUAL]
[207] 2019-06-25 02:02:41  -38.4402 -71.6041  10.1   M 1.3    8 ph  GAP 220  RMS 0.3 s  ERR  6.4 km xyz(  6.5 km,  6.0 km,  6.5 km) [MANUAL]
[210] 2019-06-25 02:33:37  -38.4322 -71.6102   9.6   M 1.8   12 ph  GAP 203  RMS 0.2 s  ERR  2.9 km xyz(  2.9 km,  3.4 km,  2.4 km) [MANUAL]
[212] 2019-06-25 04:05:46  -38.4333 -71.6075   9.4   M 1.9   12 ph  GAP 207  RMS 0.3 s  ERR  3.3 km xyz(  3.2 km,  3.8 km,  2.8 km) [MANUAL]
[214] 2019-07-03 15:58:09  -37.7607 -71.3879   1.0   M 2.3    6 ph  GAP 308  RMS 0.0 s  ERR  9.2 km xyz(  8.9 km,  6.2 km, 11.6 km) [MANUAL]
[216] 2019-07-03 20:27:43  -37.7436 -71.4123   6.2   M 1.8    8 ph  GAP 313  RMS 0.2 s  ERR  6.8 km xyz(  7.2 km,  5.4 km,  7.7 km) [MANUAL]
[217] 2019-07-07 04:38:07  -37.6864 -71.3383   1.0   M 1.9    8 ph  GAP 335  RMS 0.2 s  ERR 19.9 km xyz( 23.2 km, 14.5 km, 20.9 km) [MANUAL]
[220] 2019-07-07 05:07:16  -37.6951 -71.3491   1.0   M 2.0    8 ph  GAP 333  RMS 0.1 s  ERR 19.1 km xyz( 23.5 km, 14.6 km, 18.1 km) [MANUAL]
[221] 2019-07-07 06:29:19  -37.6778 -71.3276   1.0   M 1.8    6 ph  GAP 336  RMS 0.2 s  ERR 18.8 km xyz( 22.2 km, 12.4 km, 20.2 km) [MANUAL]
[223] 2019-07-07 07:29:56  -37.6669 -71.2817   1.0   M 1.7    6 ph  GAP 339  RMS 0.1 s  ERR 19.3 km xyz( 17.9 km, 11.5 km, 25.8 km) [MANUAL]
